S.NO.,first_name,last_name,email,gender,First Year Marks,Second Year Marks,Third Year Marks,Course,Language,Country,Parental Education
815,Idaline,Lathey,ilatheymm@nba.com,Polygender,75,91,78,Research and Development,Tetum,Russia,false
816,Kain,Timbridge,ktimbridgemn@geocities.jp,Male,77,81,90,Sales,Malayalam,Russia,true
817,Lenci,Garrett,lgarrettmo@de.vu,Male,83,98,99,Training,Dzongkha,Kazakhstan,false
818,Ephraim,Walpole,ewalpolemp@devhub.com,Male,87,60,79,Product Management,Albanian,United States,false
819,Chastity,Crinkley,ccrinkleymq@shinystat.com,Female,61,65,84,Engineering,West Frisian,Russia,false
820,Charity,Faulder,cfauldermr@sciencedirect.com,Female,97,97,50,Training,Filipino,Russia,false
821,Ida,Kehri,ikehrims@naver.com,Female,100,90,83,Training,West Frisian,Russia,true
822,Rodge,Woolford,rwoolfordmt@discovery.com,Male,98,53,99,Research and Development,Somali,Russia,true
823,Willie,Roylance,wroylancemu@sciencedirect.com,Male,90,60,71,Sales,Chinese,Russia,true
824,Lucho,Godrich,lgodrichmv@ameblo.jp,Agender,58,57,67,Legal,Assamese,Kazakhstan,true
825,Alfred,Jennaroy,ajennaroymw@jugem.jp,Male,75,79,56,Support,Malay,United States,false
826,Rycca,Ebbin,rebbinmx@oracle.com,Agender,68,68,59,Legal,Spanish,United States,false
827,Davidson,Petrelluzzi,dpetrelluzzimy@shutterfly.com,Polygender,61,82,50,Training,Tetum,Russia,true
828,Hilary,Fulstow,hfulstowmz@icio.us,Female,74,83,51,Training,New Zealand Sign Language,United Kingdom,false
829,Nero,Westman,nwestmann0@nps.gov,Male,59,67,97,Product Management,Khmer,Russia,true
830,Norah,Gauthorpp,ngauthorppn1@miitbeian.gov.cn,Female,99,54,67,Services,French,Russia,true
831,Morse,Championnet,mchampionnetn2@epa.gov,Male,63,73,54,Accounting,Hindi,Russia,false
832,Miner,Syseland,msyselandn3@google.com.au,Male,92,85,76,Business Development,Papiamento,United States,true
833,Lindie,Rosgen,lrosgenn4@twitpic.com,Female,94,79,100,Sales,Malagasy,United States,true
834,Elliott,Pedrick,epedrickn5@issuu.com,Male,88,76,65,Legal,Estonian,United States,true
835,Verney,Sindell,vsindelln6@google.es,Male,67,78,77,Support,Korean,Russia,true
836,Holli,Wreak,hwreakn7@goo.gl,Female,82,51,57,Legal,Belarusian,United States,false
837,Barbee,Merrington,bmerringtonn8@wikipedia.org,Genderqueer,90,85,94,Legal,Latvian,United States,true
838,Michael,Cloonan,mcloonann9@technorati.com,Male,95,88,60,Human Resources,Czech,Russia,true
839,Neville,Corr,ncorrna@hugedomains.com,Male,65,96,95,Business Development,Arabic,United States,false
840,Erin,Duham,eduhamnb@aboutads.info,Female,61,59,96,Business Development,Luxembourgish,Russia,true
841,Lalo,Pell,lpellnc@indiegogo.com,Male,94,68,79,Training,Estonian,Kazakhstan,false
842,Cara,Rentilll,crentilllnd@quantcast.com,Female,94,66,59,Services,Tok Pisin,Russia,false
843,Gayel,de Nore,gdenorene@bluehost.com,Female,79,73,91,Support,Papiamento,United States,true
844,Abel,Sanchiz,asanchiznf@pbs.org,Male,76,65,64,Legal,Haitian Creole,Russia,false
845,Guinevere,Geekie,ggeekieng@si.edu,Bigender,87,54,77,Support,Sotho,United States,true
846,Ive,Van Der Hoog,ivanderhoognh@imgur.com,Male,99,60,71,Engineering,Ndebele,Russia,true
847,Carla,Lowson,clowsonni@reverbnation.com,Female,95,90,77,Marketing,Gagauz,Russia,false
848,Brocky,Warbey,bwarbeynj@youtu.be,Male,65,100,70,Research and Development,Thai,Russia,false
849,Brigitta,Maleck,bmalecknk@examiner.com,Female,73,59,91,Support,Italian,Russia,true
850,Herve,Rowden,hrowdennl@accuweather.com,Male,88,97,54,Services,Telugu,Russia,false
851,Bessie,Loukes,bloukesnm@geocities.com,Female,58,71,98,Research and Development,Māori,United States,true
852,Caresse,Chetwind,cchetwindnn@vinaora.com,Female,99,81,100,Services,Hebrew,Russia,false
853,Lilas,Dummett,ldummettno@google.ca,Female,87,75,90,Training,Dari,United States,true
854,Darla,Mugridge,dmugridgenp@nyu.edu,Female,88,83,96,Business Development,Swedish,Russia,true
855,Archibaldo,Berntsson,aberntssonnq@forbes.com,Male,78,75,73,Marketing,Kurdish,United States,true
856,Rosabella,Emson,remsonnr@symantec.com,Female,74,88,82,Legal,Danish,Russia,false
857,Terrie,Ullyatt,tullyattns@msn.com,Female,67,81,66,Research and Development,Kannada,Russia,true
858,Brittne,Warlaw,bwarlawnt@uiuc.edu,Agender,85,93,68,Human Resources,Danish,Russia,false
859,Cathy,Neale,cnealenu@telegraph.co.uk,Female,93,75,64,Services,Yiddish,Russia,true
860,Petronella,Assaf,passafnv@ocn.ne.jp,Female,58,84,82,Accounting,Assamese,Russia,false
861,Mirabel,Pattie,mpattienw@globo.com,Female,100,50,75,Research and Development,Aymara,Russia,false
862,Chiquia,Rheubottom,crheubottomnx@bandcamp.com,Genderqueer,52,56,74,Support,Lithuanian,Russia,true
863,Dee dee,Darinton,ddarintonny@networksolutions.com,Female,84,57,57,Support,Tswana,Russia,false
864,Barnaby,Wharrier,bwharriernz@domainmarket.com,Male,84,51,53,Product Management,Dzongkha,Russia,true
865,Danit,Matley,dmatleyo0@multiply.com,Female,84,99,92,Legal,Khmer,Russia,true
866,Dorry,Sitwell,dsitwello1@fc2.com,Female,59,66,93,Training,Hungarian,Russia,false
867,Noble,Russan,nrussano2@buzzfeed.com,Male,80,87,53,Support,Dhivehi,Russia,true
868,Patty,Wederell,pwederello3@mit.edu,Female,95,69,61,Research and Development,Nepali,Russia,true
869,Lavina,Caban,lcabano4@omniture.com,Polygender,90,88,86,Business Development,Catalan,Kazakhstan,false
870,Sterne,Ellsworthe,sellswortheo5@people.com.cn,Male,87,70,76,Legal,Punjabi,United States,false
871,Mandy,Eisig,meisigo6@comcast.net,Female,53,90,63,Training,Mongolian,United States,true
872,Carrissa,Maddinon,cmaddinono7@thetimes.co.uk,Female,56,67,79,Accounting,Portuguese,Russia,false
873,Alvin,Martugin,amartugino8@omniture.com,Male,71,99,59,Training,Czech,United States,true
874,Stillman,Kneale,sknealeo9@ucla.edu,Male,82,79,57,Product Management,Māori,United States,false
875,Dorella,Blundon,dblundonoa@usnews.com,Bigender,76,78,87,Training,Portuguese,Russia,false
876,Ebony,Gotter,egotterob@ihg.com,Female,72,95,63,Human Resources,Quechua,United States,false
877,Leland,Mounsey,lmounseyoc@soup.io,Female,81,83,70,Marketing,Gagauz,Russia,true
878,Beverlie,Gillies,bgilliesod@godaddy.com,Agender,81,100,60,Legal,Gagauz,Kazakhstan,false
879,Rubin,Havercroft,rhavercroftoe@mediafire.com,Male,68,55,77,Research and Development,Tetum,Russia,false
880,Melba,Emmet,memmetof@msn.com,Female,60,79,68,Sales,Kyrgyz,United Kingdom,false
881,Perice,Breddy,pbreddyog@tinypic.com,Male,84,71,63,Accounting,Punjabi,Russia,true
882,Barbara-anne,Wagg,bwaggoh@indiatimes.com,Female,78,59,57,Marketing,Zulu,Russia,false
883,Neely,Tunnock,ntunnockoi@fastcompany.com,Female,64,62,63,Legal,Amharic,Russia,false
884,Charlene,Gyrgorwicx,cgyrgorwicxoj@europa.eu,Female,92,61,84,Product Management,Finnish,United States,false
885,Rhodia,Josselsohn,rjosselsohnok@mozilla.org,Female,71,91,74,Sales,Gujarati,Russia,true
886,Monte,Gilroy,mgilroyol@wix.com,Male,93,99,96,Business Development,Gagauz,Russia,true
887,Gare,Kyd,gkydom@nasa.gov,Male,95,57,69,Sales,Dutch,Russia,false
888,Xever,Benedick,xbenedickon@goo.gl,Male,53,59,77,Engineering,Belarusian,Russia,true
889,Orlan,Fardy,ofardyoo@nhs.uk,Male,57,84,80,Business Development,Papiamento,Russia,false
890,Edee,Taggart,etaggartop@goo.gl,Female,69,70,87,Legal,Tok Pisin,Russia,false
891,Byran,Herrero,bherrerooq@t-online.de,Male,93,97,87,Services,Bengali,Russia,false
892,Malissa,Lambert-Ciorwyn,mlambertciorwynor@house.gov,Female,56,71,64,Support,Czech,Russia,true
893,Winslow,Ziehm,wziehmos@theglobeandmail.com,Male,75,90,85,Services,Bulgarian,Russia,true
894,Annadiane,Doncaster,adoncasterot@google.de,Female,96,91,97,Support,Maltese,Russia,true
895,Cordy,Royce,croyceou@tinypic.com,Male,87,79,58,Support,Azeri,United States,false
896,Christy,Bernet,cbernetov@hibu.com,Female,54,85,96,Engineering,Swati,United States,true
897,Lolita,Le feaver,llefeaverow@amazonaws.com,Female,60,90,69,Engineering,Croatian,Russia,true
898,Raymond,Splaven,rsplavenox@tripadvisor.com,Male,63,92,77,Engineering,Luxembourgish,Russia,false
899,Philip,Leaf,pleafoy@uiuc.edu,Male,69,93,73,Support,Swedish,Russia,true
900,Licha,Cramp,lcrampoz@comsenz.com,Female,64,55,98,Engineering,Swahili,Russia,true
901,Mel,Pessler,mpesslerp0@imgur.com,Female,71,95,91,Services,Tajik,Russia,true
902,Berkie,Enderby,benderbyp1@theguardian.com,Male,50,87,71,Training,Mongolian,Russia,false
903,Geralda,Matteoni,gmatteonip2@pagesperso-orange.fr,Female,99,94,76,Human Resources,Macedonian,United States,false
904,Mart,Whetland,mwhetlandp3@arstechnica.com,Male,80,94,64,Training,New Zealand Sign Language,United States,false
905,Brandice,Hanlin,bhanlinp4@xrea.com,Female,61,62,79,Engineering,Hungarian,United States,false
906,Kimbra,Stedell,kstedellp5@goo.ne.jp,Female,63,71,82,Accounting,Estonian,Russia,true
907,Pollyanna,Colquit,pcolquitp6@whitehouse.gov,Polygender,84,99,92,Business Development,Northern Sotho,Russia,true
908,Brynna,Crabbe,bcrabbep7@hp.com,Female,65,74,96,Support,Azeri,United States,false
909,Kimberli,Dobson,kdobsonp8@slate.com,Female,52,67,72,Legal,Thai,Russia,false
910,Parsifal,Rozier,prozierp9@jugem.jp,Male,63,71,70,Research and Development,Norwegian,Russia,false
911,Bald,Mandry,bmandrypa@bbb.org,Male,100,91,60,Business Development,Māori,Russia,false
912,Titos,Fillimore,tfillimorepb@narod.ru,Male,55,100,100,Services,Swati,United States,true
913,Ephrayim,Agirre,eagirrepc@printfriendly.com,Male,94,90,94,Engineering,Hiri Motu,Kazakhstan,false
914,Demetri,Strahan,dstrahanpd@dion.ne.jp,Genderqueer,72,69,96,Legal,Azeri,United States,true
915,Harcourt,Jefferd,hjefferdpe@jiathis.com,Agender,76,70,58,Engineering,Hebrew,Russia,true
916,Tricia,Steven,tstevenpf@dedecms.com,Female,75,75,64,Accounting,Japanese,Russia,true
917,Thorstein,Belmont,tbelmontpg@behance.net,Male,55,63,92,Business Development,Zulu,Russia,false
918,Emerson,O'Shevlin,eoshevlinph@go.com,Genderqueer,79,53,65,Support,Bosnian,Russia,false
919,Aleda,Allchorne,aallchornepi@usatoday.com,Female,85,72,94,Support,Malay,United States,false
920,Nicki,Tersay,ntersaypj@plala.or.jp,Female,87,78,69,Legal,Tsonga,United States,true
921,Kermie,Beades,kbeadespk@51.la,Male,70,71,83,Accounting,Gujarati,Russia,true
922,Ailyn,Supple,asupplepl@amazon.co.uk,Female,95,75,75,Services,Greek,Russia,true
923,Lorrie,Grayson,lgraysonpm@unesco.org,Female,100,66,78,Accounting,Dutch,Russia,false
924,Kaleena,Labrum,klabrumpn@europa.eu,Female,69,94,59,Training,Quechua,Russia,true
925,Klaus,Hupka,khupkapo@gmpg.org,Male,50,79,91,Research and Development,Arabic,United States,false
926,Madel,Brane,mbranepp@google.nl,Female,76,85,92,Services,Khmer,Russia,false
927,Guinna,Gladdor,ggladdorpq@surveymonkey.com,Female,87,60,74,Human Resources,Belarusian,United States,false
928,Penelopa,Rossin,prossinpr@berkeley.edu,Female,95,98,59,Marketing,Danish,Russia,false
929,Germayne,Ziebart,gziebartps@dropbox.com,Male,64,59,55,Product Management,Dutch,United States,true
930,Masha,Connichie,mconnichiept@tumblr.com,Female,93,79,92,Legal,Irish Gaelic,Russia,false
931,Butch,Liddicoat,bliddicoatpu@biblegateway.com,Male,69,53,72,Accounting,Polish,United States,true
932,Derby,Earingey,dearingeypv@storify.com,Genderqueer,79,97,67,Support,Tswana,Russia,false
933,Tammie,Lampen,tlampenpw@amazon.de,Female,53,71,80,Support,Haitian Creole,Russia,false
934,Thaddus,Sweetsur,tsweetsurpx@mashable.com,Male,56,79,78,Support,Portuguese,Russia,true
935,Orsa,Hazard,ohazardpy@ebay.com,Female,66,82,72,Legal,Estonian,United States,true
936,Misty,Frankom,mfrankompz@ed.gov,Female,53,95,65,Business Development,Kurdish,Russia,true
937,Marjie,Middler,mmiddlerq0@facebook.com,Bigender,70,51,73,Support,Malayalam,Kazakhstan,false
938,Toni,Wagnerin,twagnerinq1@tripadvisor.com,Female,83,55,75,Engineering,Dhivehi,Russia,false
939,Dinnie,Guerri,dguerriq2@xinhuanet.com,Female,51,53,84,Legal,Thai,United States,false
940,Gorden,Aimable,gaimableq3@mozilla.com,Male,60,85,70,Human Resources,Croatian,United States,true
941,Jarvis,Cometti,jcomettiq4@cdc.gov,Male,56,55,86,Legal,Tok Pisin,Russia,false
942,Dawna,Maunsell,dmaunsellq5@theatlantic.com,Female,83,74,78,Business Development,Lithuanian,United States,false
943,Lilla,Zambonini,lzamboniniq6@stanford.edu,Female,95,62,93,Support,Bengali,Russia,false
944,Linzy,Whitehorne,lwhitehorneq7@storify.com,Female,55,60,97,Business Development,Bulgarian,Russia,false
945,Thomasa,Tichner,ttichnerq8@nature.com,Female,85,82,54,Business Development,Khmer,Russia,false
946,Jacquelyn,D'Acth,jdacthq9@ox.ac.uk,Female,81,91,86,Services,Tamil,Kazakhstan,true
947,Giavani,Brosetti,gbrosettiqa@booking.com,Male,100,89,86,Research and Development,Azeri,Russia,false
948,Filbert,Bendle,fbendleqb@craigslist.org,Male,96,87,62,Accounting,Finnish,United States,false
949,Cathlene,Guerrier,cguerrierqc@icio.us,Female,72,67,68,Business Development,Georgian,United States,true
950,Seamus,Clubley,sclubleyqd@nih.gov,Genderqueer,94,57,76,Engineering,Kurdish,Russia,true
951,Lisetta,Kilby,lkilbyqe@fc2.com,Female,82,99,78,Business Development,Latvian,Russia,true
952,Darya,Stronough,dstronoughqf@mayoclinic.com,Female,91,99,81,Marketing,Swati,Russia,false
953,Jonah,Orcott,jorcottqg@wikia.com,Non-binary,68,78,69,Human Resources,Finnish,United States,true
954,Kendall,Hoyer,khoyerqh@jigsy.com,Male,76,86,93,Legal,Aymara,United States,true
955,Reeba,Parkman,rparkmanqi@princeton.edu,Female,51,74,91,Legal,Malagasy,Russia,true
956,Kimberlyn,Bendtsen,kbendtsenqj@webmd.com,Genderqueer,96,98,81,Training,Hindi,United States,false
957,Alexina,Dryburgh,adryburghqk@irs.gov,Genderqueer,82,68,96,Training,Somali,Russia,true
958,Ryun,Ellicott,rellicottql@state.tx.us,Male,100,83,94,Engineering,Tetum,United Kingdom,false
959,Hedvig,Scane,hscaneqm@deviantart.com,Female,71,86,60,Legal,Sotho,Russia,false
960,Leanna,Ryott,lryottqn@e-recht24.de,Female,58,85,97,Legal,Kazakh,Russia,true
961,Markos,Simonetti,msimonettiqo@sakura.ne.jp,Male,84,52,80,Engineering,Indonesian,Russia,true
962,Dulsea,Dibbe,ddibbeqp@sakura.ne.jp,Female,90,53,91,Marketing,Swati,United States,false
963,Emmott,Shepheard,eshepheardqq@ucoz.com,Male,84,87,87,Marketing,Quechua,Russia,true
964,Wilma,Van't Hoff,wvanthoffqr@state.gov,Genderqueer,55,51,61,Marketing,Tamil,Kazakhstan,false
965,Annissa,Solly,asollyqs@dropbox.com,Female,89,83,80,Human Resources,Filipino,Russia,false
966,Nickolas,Vannah,nvannahqt@hubpages.com,Male,61,89,79,Engineering,English,Russia,false
967,Hanna,Sey,hseyqu@nydailynews.com,Female,90,79,53,Legal,Lithuanian,Russia,true
968,Vaclav,Matyushonok,vmatyushonokqv@chicagotribune.com,Male,54,73,97,Sales,Dari,United Kingdom,true
969,Malcolm,Eloi,meloiqw@uol.com.br,Male,54,90,92,Sales,Tajik,United States,true
970,Brett,Wadge,bwadgeqx@booking.com,Male,95,91,92,Training,Danish,United States,false
971,Desmund,Dreossi,ddreossiqy@google.co.uk,Male,70,56,92,Training,English,Russia,false
972,Thekla,Ebenezer,tebenezerqz@barnesandnoble.com,Female,72,73,69,Engineering,Danish,United States,false
973,Ula,Donaghie,udonaghier0@mac.com,Female,68,89,76,Legal,Malagasy,Russia,true
974,Brade,Simonin,bsimoninr1@house.gov,Male,52,66,60,Sales,Guaraní,Kazakhstan,false
975,Jamill,Callington,jcallingtonr2@nymag.com,Male,68,69,88,Sales,Yiddish,Russia,true
976,Dal,Winsiowiecki,dwinsiowieckir3@g.co,Male,78,53,83,Human Resources,Kazakh,Russia,false
977,Ailis,Bizley,abizleyr4@columbia.edu,Female,60,61,74,Support,Assamese,Russia,true
978,Arvin,Butler-Bowdon,abutlerbowdonr5@surveymonkey.com,Male,98,89,83,Engineering,French,Russia,true
979,Marmaduke,Sclanders,msclandersr6@squarespace.com,Male,72,91,55,Accounting,English,Russia,false
980,Cassie,Fosdyke,cfosdyker7@bloomberg.com,Male,80,99,81,Services,Arabic,Kazakhstan,false
981,Hedda,Eveque,hevequer8@mozilla.org,Female,99,79,85,Marketing,Quechua,Russia,false
982,Caldwell,Fears,cfearsr9@yellowbook.com,Male,78,97,95,Business Development,Lithuanian,United States,false
983,Ardella,Poyntz,apoyntzra@creativecommons.org,Female,82,62,74,Marketing,Mongolian,Russia,false
984,Dorian,Evequot,devequotrb@facebook.com,Male,62,85,88,Marketing,Kannada,Russia,false
985,Corty,Salway,csalwayrc@reuters.com,Male,95,55,55,Business Development,Kannada,Russia,true
986,Casey,Gibbard,cgibbardrd@pcworld.com,Female,94,81,71,Human Resources,Kashmiri,Russia,true
987,Agnola,Rosencrantz,arosencrantzre@soup.io,Female,81,82,63,Training,Catalan,Russia,false
988,Rebe,Jacklin,rjacklinrf@harvard.edu,Female,99,53,99,Services,Czech,Russia,false
989,Neil,Olorenshaw,nolorenshawrg@storify.com,Male,95,96,68,Training,Malagasy,United States,true
990,Josi,Fortey,jforteyrh@theglobeandmail.com,Female,76,88,86,Business Development,Fijian,Russia,true
991,Egbert,Antonijevic,eantonijevicri@jalbum.net,Male,94,99,69,Human Resources,Dzongkha,United States,true
992,Juieta,Matteau,jmatteaurj@upenn.edu,Female,79,99,75,Product Management,Czech,Russia,true
993,Albertine,Matussow,amatussowrk@eventbrite.com,Non-binary,88,94,98,Accounting,Burmese,United States,false
994,Art,Maryska,amaryskarl@auda.org.au,Male,78,84,93,Legal,German,Russia,false
995,Lula,Doniso,ldonisorm@tumblr.com,Female,62,55,73,Product Management,Burmese,Russia,true
996,Newton,Toms,ntomsrn@nytimes.com,Male,51,74,77,Research and Development,Guaraní,Russia,false
997,Jarid,Swarbrigg,jswarbriggro@kickstarter.com,Male,81,72,66,Product Management,Yiddish,United States,true
998,Lisha,Rainsbury,lrainsburyrp@marketwatch.com,Female,66,65,78,Product Management,Belarusian,United States,true
999,Morgen,Bertolaccini,mbertolaccinirq@dedecms.com,Bigender,92,94,76,Legal,Fijian,Russia,true
1000,Bill,Kaszper,bkaszperrr@linkedin.com,Female,52,50,96,Accounting,Malayalam,Russia,false
